GeneSym,source_desc,protein,cell,Tissue,target_id,weight
ZNF331,na,55422,VCAP,prostate,-666,1
LAMA3,na,3909,VCAP,prostate,-666,1
GPRIN2,na,9721,VCAP,prostate,-666,1
BMPR1B,na,658,VCAP,prostate,-666,1
RDH11,na,51109,VCAP,prostate,-666,1
SFTPA2,na,729238,VCAP,prostate,-666,1
MYO6,na,4646,VCAP,prostate,-666,1
TBC1D9B,na,23061,VCAP,prostate,-666,1
ZBTB7B,na,51043,VCAP,prostate,-666,1
SLC36A1,na,206358,VCAP,prostate,-666,1
IL17RC,na,84818,VCAP,prostate,-666,1
NUDT22,na,84304,VCAP,prostate,-666,1
ATL3,na,25923,VCAP,prostate,-666,1
CXCL11,na,6373,VCAP,prostate,-666,1
PRDX5,na,25824,VCAP,prostate,-666,1
YIF1A,na,10897,VCAP,prostate,-666,1
HSPA5,na,3309,VCAP,prostate,-666,1
CLCN3,na,1182,VCAP,prostate,-666,1
TRIM14,na,9830,VCAP,prostate,-666,1
RPS19,na,6223,VCAP,prostate,-666,1
DCTN4,na,51164,VCAP,prostate,-666,1
CRYZL1,na,9946,VCAP,prostate,-666,1
SON,na,6651,VCAP,prostate,-666,1
C21orf33,na,8209,VCAP,prostate,-666,1
GATA2,na,2624,VCAP,prostate,-666,1
ABCC4,na,10257,VCAP,prostate,-666,1
P2RY1,na,5028,VCAP,prostate,-666,1
DYRK1A,na,1859,VCAP,prostate,-666,1
ZBTB16,na,7704,VCAP,prostate,-666,1
ZMYND8,na,23613,VCAP,prostate,-666,1
ULK3,na,25989,VCAP,prostate,-666,1
ARHGAP6,na,395,VCAP,prostate,-666,1
ZFY,na,7544,VCAP,prostate,-666,1
USP9Y,na,8287,VCAP,prostate,-666,1
ZDHHC21,na,340481,VCAP,prostate,-666,1
BMX,na,660,VCAP,prostate,-666,1
ACPP,na,55,VCAP,prostate,-666,1
KCNN2,na,3781,VCAP,prostate,-666,1
CAMK1,na,8536,VCAP,prostate,-666,1
LPL,na,4023,VCAP,prostate,-666,1
RELL2,na,285613,VCAP,prostate,-666,1
RPL22,na,6146,VCAP,prostate,-666,1
PIGP,na,51227,VCAP,prostate,-666,1
ITM2A,na,9452,VCAP,prostate,-666,1
PCNXL4,na,64430,VCAP,prostate,-666,1
SCMH1,na,22955,VCAP,prostate,-666,1
ERG,na,2078,VCAP,prostate,-666,1
NUMA1,na,4926,VCAP,prostate,-666,1
IREB2,na,3658,VCAP,prostate,-666,1
TTC37,na,9652,VCAP,prostate,-666,1
ATRX,na,546,VCAP,prostate,-666,1
ZNF385B,na,151126,VCAP,prostate,-666,1
PEBP4,na,157310,VCAP,prostate,-666,1
DNASE1,na,1773,VCAP,prostate,-666,1
HIST1H3A,na,8350,VCAP,prostate,-666,1
HIST1H1C,na,3006,VCAP,prostate,-666,1
TESK2,na,10420,VCAP,prostate,-666,1
RLN1,na,6013,VCAP,prostate,-666,1
GLUD1,na,2746,VCAP,prostate,-666,1
IFNAR1,na,3454,VCAP,prostate,-666,1
TRIB1,na,10221,VCAP,prostate,-666,1
MAGEH1,na,28986,VCAP,prostate,-666,1
FKBP2,na,2286,VCAP,prostate,-666,1
NAP1L2,na,4674,VCAP,prostate,-666,1
PDE3B,na,5140,VCAP,prostate,-666,1
TBCEL,na,219899,VCAP,prostate,-666,1
TP53INP1,na,94241,VCAP,prostate,-666,1
GUCY1A3,na,2982,VCAP,prostate,-666,1
CCDC159,na,126075,VCAP,prostate,-666,1
TRPT1,na,83707,VCAP,prostate,-666,1
DNAJC4,na,3338,VCAP,prostate,-666,1
AFF1,na,4299,VCAP,prostate,-666,1
AFTPH,na,54812,VCAP,prostate,-666,1
ABCB9,na,23457,VCAP,prostate,-666,1
BBS4,na,585,VCAP,prostate,-666,1
MAP2K6,na,5608,VCAP,prostate,-666,1
DEGS1,na,8560,VCAP,prostate,-666,1
PYGO2,na,90780,VCAP,prostate,-666,1
C1orf43,na,25912,VCAP,prostate,-666,1
PMVK,na,10654,VCAP,prostate,-666,1
ATP6V0E2,na,155066,VCAP,prostate,-666,1
SSX3,na,10214,VCAP,prostate,-666,1
PEBP1,na,5037,VCAP,prostate,-666,1
KLK2,na,3817,VCAP,prostate,-666,1
NKX3-1,na,4824,VCAP,prostate,-666,1
HTR1B,na,3351,VCAP,prostate,-666,1
C1orf168,na,199920,VCAP,prostate,-666,1
GRIP2,na,80852,VCAP,prostate,-666,1
RFPL3,na,10738,VCAP,prostate,-666,1
GHRHR,na,2692,VCAP,prostate,-666,1
LMX1A,na,4009,VCAP,prostate,-666,1
HCRT,na,3060,VCAP,prostate,-666,1
TBL1Y,na,90665,VCAP,prostate,-666,1
MRGPRX1,na,259249,VCAP,prostate,-666,1
MYH13,na,8735,VCAP,prostate,-666,1
GPR50,na,9248,VCAP,prostate,-666,1
ESRRA,na,2101,VCAP,prostate,-666,1
ZBTB12,na,221527,VCAP,prostate,-666,1
DSC1,na,1823,VCAP,prostate,-666,1
KCNQ3,na,3786,VCAP,prostate,-666,1
WDR88,na,126248,VCAP,prostate,-666,1
ORC2,na,4999,VCAP,prostate,-666,1
EWSR1,na,2130,VCAP,prostate,-666,1
KIF22,na,3835,VCAP,prostate,-666,1
PARPBP,na,55010,VCAP,prostate,-666,1
CDC25C,na,995,VCAP,prostate,-666,1
KIF20A,na,10112,VCAP,prostate,-666,1
SAC3D1,na,29901,VCAP,prostate,-666,1
CNOT6,na,57472,VCAP,prostate,-666,1
FKBP4,na,2288,VCAP,prostate,-666,1
FAM96A,na,84191,VCAP,prostate,-666,1
STIP1,na,10963,VCAP,prostate,-666,1
ZNF92,na,168374,VCAP,prostate,-666,1
LIG3,na,3980,VCAP,prostate,-666,1
TPD52,na,7163,VCAP,prostate,-666,1
SNRNP35,na,11066,VCAP,prostate,-666,1
CAMKK2,na,10645,VCAP,prostate,-666,1
AMD1,na,262,VCAP,prostate,-666,1
SENP6,na,26054,VCAP,prostate,-666,1
CDK19,na,23097,VCAP,prostate,-666,1
ANKRD17,na,26057,VCAP,prostate,-666,1
G3BP2,na,9908,VCAP,prostate,-666,1
COX18,na,285521,VCAP,prostate,-666,1
ENOPH1,na,58478,VCAP,prostate,-666,1
RCHY1,na,25898,VCAP,prostate,-666,1
THAP6,na,152815,VCAP,prostate,-666,1
CBR4,na,84869,VCAP,prostate,-666,1
PIGY,na,84992,VCAP,prostate,-666,1
NACA,na,4666,VCAP,prostate,-666,1
NACA2,na,342538,VCAP,prostate,-666,1
NFU1,na,27247,VCAP,prostate,-666,1
BAD,na,572,VCAP,prostate,-666,1
USP28,na,57646,VCAP,prostate,-666,1
TMEM135,na,65084,VCAP,prostate,-666,1
SRSF8,na,10929,VCAP,prostate,-666,1
COX8A,na,1351,VCAP,prostate,-666,1
OTUB1,na,55611,VCAP,prostate,-666,1
MARK2,na,2011,VCAP,prostate,-666,1
RTN3,na,10313,VCAP,prostate,-666,1
NAA40,na,79829,VCAP,prostate,-666,1
MRPL49,na,740,VCAP,prostate,-666,1
SF3B2,na,10992,VCAP,prostate,-666,1
KAT5,na,10524,VCAP,prostate,-666,1
FIBP,na,9158,VCAP,prostate,-666,1
MEN1,na,4221,VCAP,prostate,-666,1
NDUFS8,na,4728,VCAP,prostate,-666,1
NDUFV1,na,4723,VCAP,prostate,-666,1
RPS6KB2,na,6199,VCAP,prostate,-666,1
CDK2AP2,na,10263,VCAP,prostate,-666,1
RBM4,na,5936,VCAP,prostate,-666,1
SUV420H1,na,51111,VCAP,prostate,-666,1
TRMT112,na,51504,VCAP,prostate,-666,1
RNASEH2C,na,84153,VCAP,prostate,-666,1
ARIH2,na,10425,VCAP,prostate,-666,1
GNL3,na,26354,VCAP,prostate,-666,1
JAGN1,na,84522,VCAP,prostate,-666,1
CAPN7,na,23473,VCAP,prostate,-666,1
SACM1L,na,22908,VCAP,prostate,-666,1
NEK4,na,6787,VCAP,prostate,-666,1
PPP4R2,na,151987,VCAP,prostate,-666,1
PRKAR2A,na,5576,VCAP,prostate,-666,1
IMP3,na,55272,VCAP,prostate,-666,1
SNX1,na,6642,VCAP,prostate,-666,1
OAZ2,na,4947,VCAP,prostate,-666,1
RAB1B,na,81876,VCAP,prostate,-666,1
SCYL1,na,57410,VCAP,prostate,-666,1
TAF15,na,8148,VCAP,prostate,-666,1
ZNHIT2,na,741,VCAP,prostate,-666,1
SLC25A10,na,1468,VCAP,prostate,-666,1
EHMT1,na,79813,VCAP,prostate,-666,1
UQCC2,na,84300,VCAP,prostate,-666,1
PITPNA,na,5306,VCAP,prostate,-666,1
SURF2,na,6835,VCAP,prostate,-666,1
IKBKAP,na,8518,VCAP,prostate,-666,1
RAD23B,na,5887,VCAP,prostate,-666,1
RAB14,na,51552,VCAP,prostate,-666,1
ABHD12,na,26090,VCAP,prostate,-666,1
PABPC3,na,5042,VCAP,prostate,-666,1
UQCRB,na,7381,VCAP,prostate,-666,1
TMEM68,na,137695,VCAP,prostate,-666,1
YTHDF3,na,253943,VCAP,prostate,-666,1
NCOA2,na,10499,VCAP,prostate,-666,1
APOF,na,319,VCAP,prostate,-666,1
SUMO3,na,6612,VCAP,prostate,-666,1
LOC148413,na,148413,VCAP,prostate,-666,1
UBE2J2,na,118424,VCAP,prostate,-666,1
PEX10,na,5192,VCAP,prostate,-666,1
CEP104,na,9731,VCAP,prostate,-666,1
PNRC2,na,55629,VCAP,prostate,-666,1
SLC25A33,na,84275,VCAP,prostate,-666,1
GNB2L1,na,10399,VCAP,prostate,-666,1
MAPK9,na,5601,VCAP,prostate,-666,1
SLC30A5,na,64924,VCAP,prostate,-666,1
C5orf24,na,134553,VCAP,prostate,-666,1
RNF14,na,9604,VCAP,prostate,-666,1
DMXL1,na,1657,VCAP,prostate,-666,1
BRD8,na,10902,VCAP,prostate,-666,1
FAM53C,na,51307,VCAP,prostate,-666,1
ATF1,na,466,VCAP,prostate,-666,1
CCDC186,na,55088,VCAP,prostate,-666,1
UBE2K,na,3093,VCAP,prostate,-666,1
SLAIN2,na,57606,VCAP,prostate,-666,1
NDUFS1,na,4719,VCAP,prostate,-666,1
MTERF4,na,130916,VCAP,prostate,-666,1
ZNF146,na,7705,VCAP,prostate,-666,1
SMARCE1,na,6605,VCAP,prostate,-666,1
RAB11A,na,8766,VCAP,prostate,-666,1
EAF1,na,85403,VCAP,prostate,-666,1
SCYL2,na,55681,VCAP,prostate,-666,1
ARG2,na,384,VCAP,prostate,-666,1
BANF1,na,8815,VCAP,prostate,-666,1
FBXW11,na,23291,VCAP,prostate,-666,1
NAPA,na,8775,VCAP,prostate,-666,1
ZNF587B,na,100293516,VCAP,prostate,-666,1
HIST1H2AK,na,8330,VCAP,prostate,-666,1
ZNF718,na,255403,VCAP,prostate,-666,1
ZNF233,na,353355,VCAP,prostate,-666,1
TDRD1,na,56165,VCAP,prostate,-666,1
RFPL2,na,10739,VCAP,prostate,-666,1
AKAP9,na,10142,VCAP,prostate,-666,1
POLD2,na,5425,VCAP,prostate,-666,1
RERE,na,473,VCAP,prostate,-666,1
TOLLIP,na,54472,VCAP,prostate,-666,1
PRKAA1,na,5562,VCAP,prostate,-666,1
YY2,na,404281,VCAP,prostate,-666,1
HOMER2,na,9455,VCAP,prostate,-666,1
ALS2CR11,na,151254,VCAP,prostate,-666,1
KALRN,na,8997,VCAP,prostate,-666,1
SCGN,na,10590,VCAP,prostate,-666,1
ZNF620,na,253639,VCAP,prostate,-666,1
TXNDC16,na,57544,VCAP,prostate,-666,1
B3GAT1,na,27087,VCAP,prostate,-666,1
KCNJ3,na,3760,VCAP,prostate,-666,1
SCAMP5,na,192683,VCAP,prostate,-666,1
LNX1,na,84708,VCAP,prostate,-666,1
STYK1,na,55359,VCAP,prostate,-666,1
SNCB,na,6620,VCAP,prostate,-666,1
CKB,na,1152,VCAP,prostate,-666,1
CDH7,na,1005,VCAP,prostate,-666,1
SARM1,na,23098,VCAP,prostate,-666,1
MAP9,na,79884,VCAP,prostate,-666,1
PPFIA2,na,8499,VCAP,prostate,-666,1
CACNA1B,na,774,VCAP,prostate,-666,1
HNRNPA0,na,10949,VCAP,prostate,-666,1
LGI1,na,9211,VCAP,prostate,-666,1
NPY,na,4852,VCAP,prostate,-666,1
TRIM36,na,55521,VCAP,prostate,-666,1
MAML3,na,55534,VCAP,prostate,-666,1
ENOX1,na,55068,VCAP,prostate,-666,1
C11orf84,na,144097,VCAP,prostate,-666,1
ZNF577,na,84765,VCAP,prostate,-666,1
RGS11,na,8786,VCAP,prostate,-666,1
CHD6,na,84181,VCAP,prostate,-666,1
IGSF5,na,150084,VCAP,prostate,-666,1
FAM184B,na,27146,VCAP,prostate,-666,1
SLC16A10,na,117247,VCAP,prostate,-666,1
TRPM8,na,79054,VCAP,prostate,-666,1
ATXN2,na,6311,VCAP,prostate,-666,1
NEDD4L,na,23327,VCAP,prostate,-666,1
RPRD1A,na,55197,VCAP,prostate,-666,1
CNDP2,na,55748,VCAP,prostate,-666,1
FFAR2,na,2867,VCAP,prostate,-666,1
RFX6,na,222546,VCAP,prostate,-666,1
IFT140,na,9742,VCAP,prostate,-666,1
KLK15,na,55554,VCAP,prostate,-666,1
KLK4,na,9622,VCAP,prostate,-666,1
KLK3,na,354,VCAP,prostate,-666,1
SMCO4,na,56935,VCAP,prostate,-666,1
HOXB13,na,10481,VCAP,prostate,-666,1
ADRB1,na,153,VCAP,prostate,-666,1
MAB21L3,na,126868,VCAP,prostate,-666,1
ZIC3,na,7547,VCAP,prostate,-666,1
KRT2,na,3849,VCAP,prostate,-666,1
KLRD1,na,3824,VCAP,prostate,-666,1
OPRK1,na,4986,VCAP,prostate,-666,1
NDRG3,na,57446,VCAP,prostate,-666,1
ZNF544,na,27300,VCAP,prostate,-666,1
ZNF350,na,59348,VCAP,prostate,-666,1
ZNF615,na,284370,VCAP,prostate,-666,1
ZNF614,na,80110,VCAP,prostate,-666,1
ZNF829,na,374899,VCAP,prostate,-666,1
ZNF229,na,7772,VCAP,prostate,-666,1
ZNF677,na,342926,VCAP,prostate,-666,1
ZNF883,na,169834,VCAP,prostate,-666,1
ZNF649,na,65251,VCAP,prostate,-666,1
ZNF440,na,126070,VCAP,prostate,-666,1
ZNF226,na,7769,VCAP,prostate,-666,1
ZNF180,na,7733,VCAP,prostate,-666,1
ZNF320,na,162967,VCAP,prostate,-666,1
ZNF30,na,90075,VCAP,prostate,-666,1
ZNF835,na,90485,VCAP,prostate,-666,1
SLC29A2,na,3177,VCAP,prostate,-666,1
SPOCK3,na,50859,VCAP,prostate,-666,1
TSFM,na,10102,VCAP,prostate,-666,1
MCCC1,na,56922,VCAP,prostate,-666,1
WDR24,na,84219,VCAP,prostate,-666,1
DPP7,na,29952,VCAP,prostate,-666,1
PPP3CA,na,5530,VCAP,prostate,-666,1
GABRA3,na,2556,SW837,large intestine,-666,1
RHOBTB3,na,22836,SW837,large intestine,-666,1
IDS,na,3423,SW837,large intestine,-666,1
PDP1,na,54704,SW837,large intestine,-666,1
SAV1,na,60485,SW837,large intestine,-666,1
MB21D2,na,151963,SW837,large intestine,-666,1
JRKL,na,8690,SW837,large intestine,-666,1
COL9A3,na,1299,SW837,large intestine,-666,1
ATP7A,na,538,SW837,large intestine,-666,1
BCAP31,na,10134,SW837,large intestine,-666,1
FAM50A,na,9130,SW837,large intestine,-666,1
EMD,na,2010,SW837,large intestine,-666,1
NAA10,na,8260,SW837,large intestine,-666,1
UBL4A,na,8266,SW837,large intestine,-666,1
LAGE3,na,8270,SW837,large intestine,-666,1
TMEM187,na,8269,SW837,large intestine,-666,1
MECP2,na,4204,SW837,large intestine,-666,1
CMC4,na,100272147,SW837,large intestine,-666,1
MTCP1,na,4515,SW837,large intestine,-666,1
F8,na,2157,SW837,large intestine,-666,1
RPL10,na,6134,SW837,large intestine,-666,1
NSDHL,na,50814,SW837,large intestine,-666,1
BRCC3,na,79184,SW837,large intestine,-666,1
BMPR2,na,659,SW837,large intestine,-666,1
REEP3,na,221035,SW837,large intestine,-666,1
NCKAP1,na,10787,SW837,large intestine,-666,1
MNS1,na,55329,SW837,large intestine,-666,1
ZMYM1,na,79830,SW837,large intestine,-666,1
PPFIBP1,na,8496,SW837,large intestine,-666,1
FAM58A,na,92002,SW837,large intestine,-666,1
CETN2,na,1069,SW837,large intestine,-666,1
LRRC1,na,55227,SW837,large intestine,-666,1
WDR31,na,114987,SW837,large intestine,-666,1
IRS1,na,3667,SW837,large intestine,-666,1
ABLIM1,na,3983,SW837,large intestine,-666,1
MED29,na,55588,SW837,large intestine,-666,1
RNLS,na,55328,SW837,large intestine,-666,1
ZNF485,na,220992,SW837,large intestine,-666,1
IL22RA1,na,58985,SW837,large intestine,-666,1
PRAP1,na,118471,SW837,large intestine,-666,1
PAQR8,na,85315,SW837,large intestine,-666,1
PANK1,na,53354,SW837,large intestine,-666,1
LCOR,na,84458,SW837,large intestine,-666,1
ARHGAP12,na,94134,SW837,large intestine,-666,1
CYB5B,na,80777,SW837,large intestine,-666,1
KRTAP3-1,na,83896,SW837,large intestine,-666,1
KRT23,na,25984,SW837,large intestine,-666,1
EDAR,na,10913,SW837,large intestine,-666,1
FGF19,na,9965,SW837,large intestine,-666,1
MSX1,na,4487,SW837,large intestine,-666,1
SHROOM3,na,57619,SW837,large intestine,-666,1
SLC7A7,na,9056,SW837,large intestine,-666,1
HAMP,na,57817,SW837,large intestine,-666,1
GAN,na,8139,SW837,large intestine,-666,1
ALPPL2,na,251,SW837,large intestine,-666,1
PSORS1C2,na,170680,SW837,large intestine,-666,1
SLC1A3,na,6507,SW837,large intestine,-666,1
CASP7,na,840,SW837,large intestine,-666,1
SLC10A3,na,8273,SW837,large intestine,-666,1
MAT2B,na,27430,SW837,large intestine,-666,1
STYX,na,6815,SW837,large intestine,-666,1
EIF2AK2,na,5610,SW837,large intestine,-666,1
DDX60L,na,91351,SW837,large intestine,-666,1
DDX60,na,55601,SW837,large intestine,-666,1
POU2F3,na,25833,SW837,large intestine,-666,1
WDR11,na,55717,SW837,large intestine,-666,1
SLC20A2,na,6575,SW837,large intestine,-666,1
TMEM184C,na,55751,SW837,large intestine,-666,1
TMEM123,na,114908,SW837,large intestine,-666,1
HPGD,na,3248,SW837,large intestine,-666,1
KDM3B,na,51780,SW837,large intestine,-666,1
PCGF5,na,84333,SW837,large intestine,-666,1
RAD50,na,10111,SW837,large intestine,-666,1
ARMC2,na,84071,SW837,large intestine,-666,1
LPAL2,na,80350,SW837,large intestine,-666,1
SSR4,na,6748,SW837,large intestine,-666,1
MYF6,na,4618,SW837,large intestine,-666,1
PASD1,na,139135,SW837,large intestine,-666,1
PATE1,na,160065,SW837,large intestine,-666,1
GOT1L1,na,137362,SW837,large intestine,-666,1
SCT,na,6343,SW837,large intestine,-666,1
SPAG8,na,26206,SW837,large intestine,-666,1
CCL27,na,10850,SW837,large intestine,-666,1
ENPP7,na,339221,SW837,large intestine,-666,1
DSPP,na,1834,SW837,large intestine,-666,1
POU3F4,na,5456,SW837,large intestine,-666,1
TTC23L,na,153657,SW837,large intestine,-666,1
C1QC,na,714,SW837,large intestine,-666,1
SCNN1A,na,6337,SW837,large intestine,-666,1
KLHL10,na,317719,SW837,large intestine,-666,1
NXF5,na,55998,SW837,large intestine,-666,1
F13B,na,2165,SW837,large intestine,-666,1
PRB3,na,5544,SW837,large intestine,-666,1
MATN1,na,4146,SW837,large intestine,-666,1
C1QTNF9,na,338872,SW837,large intestine,-666,1
SELE,na,6401,SW837,large intestine,-666,1
PCDHA2,na,56146,SW837,large intestine,-666,1
CRYGC,na,1420,SW837,large intestine,-666,1
WNT11,na,7481,SW837,large intestine,-666,1
CARNS1,na,57571,SW837,large intestine,-666,1
APOL5,na,80831,SW837,large intestine,-666,1
MYH6,na,4624,SW837,large intestine,-666,1
FGF22,na,27006,SW837,large intestine,-666,1
IQCF2,na,389123,SW837,large intestine,-666,1
FCN2,na,2220,SW837,large intestine,-666,1
PPP1R3A,na,5506,SW837,large intestine,-666,1
CD2AP,na,23607,SW837,large intestine,-666,1
MMP7,na,4316,SW837,large intestine,-666,1
USP26,na,83844,SW837,large intestine,-666,1
KRT36,na,8689,SW837,large intestine,-666,1
DKC1,na,1736,SW837,large intestine,-666,1
OIP5,na,11339,SW837,large intestine,-666,1
HMMR,na,3161,SW837,large intestine,-666,1
KIF20B,na,9585,SW837,large intestine,-666,1
HMGB3,na,3149,SW837,large intestine,-666,1
VBP1,na,7411,SW837,large intestine,-666,1
SNRPD3,na,6634,SW837,large intestine,-666,1
CNOT6,na,57472,SW837,large intestine,-666,1
CEP83,na,51134,SW837,large intestine,-666,1
RPS6KA5,na,9252,SW837,large intestine,-666,1
FOXK1,na,221937,SW837,large intestine,-666,1
VMA21,na,203547,SW837,large intestine,-666,1
FGFR1OP,na,11116,SW837,large intestine,-666,1
RRN3,na,54700,SW837,large intestine,-666,1
ZFP62,na,643836,SW837,large intestine,-666,1
MED7,na,9443,SW837,large intestine,-666,1
UBE4A,na,9354,SW837,large intestine,-666,1
RAD54B,na,25788,SW837,large intestine,-666,1
PTGR2,na,145482,SW837,large intestine,-666,1
LSM1,na,27257,SW837,large intestine,-666,1
BAG4,na,9530,SW837,large intestine,-666,1
DDHD2,na,23259,SW837,large intestine,-666,1
FAF2,na,23197,SW837,large intestine,-666,1
CDC23,na,8697,SW837,large intestine,-666,1
PPP2CA,na,5515,SW837,large intestine,-666,1
PRRC1,na,133619,SW837,large intestine,-666,1
CSNK1G3,na,1456,SW837,large intestine,-666,1
TMED7,na,51014,SW837,large intestine,-666,1
PHAX,na,51808,SW837,large intestine,-666,1
WDR36,na,134430,SW837,large intestine,-666,1
RAPGEF6,na,51735,SW837,large intestine,-666,1
MSH3,na,4437,SW837,large intestine,-666,1
PPA1,na,5464,SW837,large intestine,-666,1
SMNDC1,na,10285,SW837,large intestine,-666,1
PARG,na,8505,SW837,large intestine,-666,1
C2orf69,na,205327,SW837,large intestine,-666,1
ATXN3,na,4287,SW837,large intestine,-666,1
ERO1L,na,30001,SW837,large intestine,-666,1
PCBD2,na,84105,SW837,large intestine,-666,1
ANKRD31,na,256006,SW837,large intestine,-666,1
RFPL2,na,10739,SW837,large intestine,-666,1
ZXDA,na,7789,SW837,large intestine,-666,1
ARL6IP1,na,23204,SW837,large intestine,-666,1
STOX1,na,219736,SW837,large intestine,-666,1
NUP62CL,na,54830,SW837,large intestine,-666,1
PWWP2A,na,114825,SW837,large intestine,-666,1
KLK3,na,354,SW837,large intestine,-666,1
IL18,na,3606,SW837,large intestine,-666,1
C10orf82,na,143379,SW837,large intestine,-666,1
R3HDM2,na,22864,SW837,large intestine,-666,1
IFNE,na,338376,SW837,large intestine,-666,1
ZNF185,na,7739,SW837,large intestine,-666,1
GDA,na,9615,SW837,large intestine,-666,1
CLK4,na,57396,SW837,large intestine,-666,1
ZNF354A,na,6940,SW837,large intestine,-666,1
KIAA1671,na,85379,SW837,large intestine,-666,1
FAM83H,na,286077,SW837,large intestine,-666,1
FGF2,na,2247,SKOV3,ovary,-666,1
PTGIS,na,5740,SKOV3,ovary,-666,1
RNF180,na,285671,SKOV3,ovary,-666,1
ARHGAP1,na,392,SKOV3,ovary,-666,1
PINK1,na,65018,SKOV3,ovary,-666,1
FSTL3,na,10272,SKOV3,ovary,-666,1
PCDHB15,na,56121,SKOV3,ovary,-666,1
GNG12,na,55970,SKOV3,ovary,-666,1
SNAPC1,na,6617,SKOV3,ovary,-666,1
PLEKHA7,na,144100,SKOV3,ovary,-666,1
LHX1,na,3975,SKOV3,ovary,-666,1
LIMS1,na,3987,SKOV3,ovary,-666,1
AGPS,na,8540,SKOV3,ovary,-666,1
LCMT2,na,9836,SKOV3,ovary,-666,1
KIF6,na,221458,SKOV3,ovary,-666,1
SEC14L2,na,23541,SKOV3,ovary,-666,1
KAZN,na,23254,SKOV3,ovary,-666,1
CTNNA1,na,1495,SKOV3,ovary,-666,1
PDXK,na,8566,SKOV3,ovary,-666,1
ZMYND11,na,10771,SKOV3,ovary,-666,1
PTTG1IP,na,754,SKOV3,ovary,-666,1
VPS26A,na,9559,SKOV3,ovary,-666,1
JMY,na,133746,SKOV3,ovary,-666,1
SPIN1,na,10927,SKOV3,ovary,-666,1
PNMA1,na,9240,SKOV3,ovary,-666,1
PPP2CB,na,5516,SKOV3,ovary,-666,1
TLE1,na,7088,SKOV3,ovary,-666,1
CDC42BPB,na,9578,SKOV3,ovary,-666,1
SMAD6,na,4091,SKOV3,ovary,-666,1
SOX17,na,64321,SKOV3,ovary,-666,1
WNT7A,na,7476,SKOV3,ovary,-666,1
RASL12,na,51285,SKOV3,ovary,-666,1
OSBPL11,na,114885,SKOV3,ovary,-666,1
HEXIM1,na,10614,SKOV3,ovary,-666,1
RXFP1,na,59350,SKOV3,ovary,-666,1
NDST1,na,3340,SKOV3,ovary,-666,1
GLS,na,2744,SKOV3,ovary,-666,1
PAPLN,na,89932,SKOV3,ovary,-666,1
MECOM,na,2122,SKOV3,ovary,-666,1
DCAF12L1,na,139170,SKOV3,ovary,-666,1
DCDC2,na,51473,SKOV3,ovary,-666,1
CDH16,na,1014,SKOV3,ovary,-666,1
IMPA2,na,3613,SKOV3,ovary,-666,1
ADAMTSL3,na,57188,SKOV3,ovary,-666,1
SRGAP1,na,57522,SKOV3,ovary,-666,1
SCOC,na,60592,SKOV3,ovary,-666,1
PITPNM3,na,83394,SKOV3,ovary,-666,1
AIG1,na,51390,SKOV3,ovary,-666,1
ANAPC11,na,51529,SKOV3,ovary,-666,1
ERBB2,na,2064,SKOV3,ovary,-666,1
STARD3,na,10948,SKOV3,ovary,-666,1
ESR1,na,2099,SKOV3,ovary,-666,1
CRIP2,na,1397,SKOV3,ovary,-666,1
DOK7,na,285489,SKOV3,ovary,-666,1
MFAP3L,na,9848,SKOV3,ovary,-666,1
CELSR2,na,1952,SKOV3,ovary,-666,1
SH3GLB2,na,56904,SKOV3,ovary,-666,1
ANKRD10,na,55608,SKOV3,ovary,-666,1
PPP1R1B,na,84152,SKOV3,ovary,-666,1
PTPRB,na,5787,SKOV3,ovary,-666,1
GNE,na,10020,SKOV3,ovary,-666,1
C8B,na,732,SKOV3,ovary,-666,1
ZFP2,na,80108,SKOV3,ovary,-666,1
EPS8L2,na,64787,SKOV3,ovary,-666,1
SYT16,na,83851,SKOV3,ovary,-666,1
CDA,na,978,SKOV3,ovary,-666,1
TNNT2,na,7139,SKOV3,ovary,-666,1
COL18A1,na,80781,SKOV3,ovary,-666,1
SPIRE1,na,56907,SKOV3,ovary,-666,1
ITPRIPL2,na,162073,SKOV3,ovary,-666,1
HDAC11,na,79885,SKOV3,ovary,-666,1
ACTN4,na,81,SKOV3,ovary,-666,1
NOSIP,na,51070,SKOV3,ovary,-666,1
SLC35F6,na,54978,SKOV3,ovary,-666,1
TPRA1,na,131601,SKOV3,ovary,-666,1
ATP8B3,na,148229,SKOV3,ovary,-666,1
PURA,na,5813,SKOV3,ovary,-666,1
AGPAT4,na,56895,SKOV3,ovary,-666,1
CCNA1,na,8900,SKOV3,ovary,-666,1
NCOA4,na,8031,SKOV3,ovary,-666,1
KIAA1551,na,55196,SKOV3,ovary,-666,1
COL4A3,na,1285,SKOV3,ovary,-666,1
S100A5,na,6276,SKOV3,ovary,-666,1
PCDHA3,na,56145,SKOV3,ovary,-666,1
NMUR2,na,56923,SKOV3,ovary,-666,1
NCR2,na,9436,SKOV3,ovary,-666,1
SLC12A3,na,6559,SKOV3,ovary,-666,1
TSGA10IP,na,254187,SKOV3,ovary,-666,1
ACTG1,na,71,SKOV3,ovary,-666,1
ACTN3,na,89,SKOV3,ovary,-666,1
IGFN1,na,91156,SKOV3,ovary,-666,1
GPR17,na,2840,SKOV3,ovary,-666,1
SLC22A2,na,6582,SKOV3,ovary,-666,1
