Unnamed: 0,drug_a_name,drug_b_name,cell,synergy,drug1_db,drug2_db
DASATINIB_SN-38_SW620,DASATINIB,SN-38,SW620,30.3963556,DB01254,DB05482
DASATINIB_SN-38_SW837,DASATINIB,SN-38,SW837,36.39944491,DB01254,DB05482
DASATINIB_SN-38_T47D,DASATINIB,SN-38,T47D,40.41995678,DB01254,DB05482
DASATINIB_SN-38_UACC62,DASATINIB,SN-38,UACC62,26.88806903,DB01254,DB05482
DASATINIB_SN-38_VCAP,DASATINIB,SN-38,VCAP,31.3949814,DB01254,DB05482
DASATINIB_SN-38_ZR751,DASATINIB,SN-38,ZR751,-4.675033726,DB01254,DB05482
DASATINIB_SORAFENIB_A2058,DASATINIB,SORAFENIB,A2058,36.32943556,DB01254,DB00398
DASATINIB_SORAFENIB_A2780,DASATINIB,SORAFENIB,A2780,26.18215744,DB01254,DB00398
DASATINIB_SORAFENIB_A375,DASATINIB,SORAFENIB,A375,29.90385252,DB01254,DB00398
DASATINIB_SORAFENIB_CAOV3,DASATINIB,SORAFENIB,CAOV3,5.145601291,DB01254,DB00398
DASATINIB_SORAFENIB_DLD1,DASATINIB,SORAFENIB,DLD1,21.48646989,DB01254,DB00398
DASATINIB_SORAFENIB_ES2,DASATINIB,SORAFENIB,ES2,14.07460185,DB01254,DB00398
DASATINIB_SORAFENIB_HCT116,DASATINIB,SORAFENIB,HCT116,29.67690976,DB01254,DB00398
DASATINIB_SORAFENIB_HT144,DASATINIB,SORAFENIB,HT144,5.861971966,DB01254,DB00398
DASATINIB_SORAFENIB_HT29,DASATINIB,SORAFENIB,HT29,22.03209424,DB01254,DB00398
DASATINIB_SORAFENIB_KPL1,DASATINIB,SORAFENIB,KPL1,3.052122869,DB01254,DB00398
DASATINIB_SORAFENIB_LOVO,DASATINIB,SORAFENIB,LOVO,12.2339626,DB01254,DB00398
DASATINIB_SORAFENIB_MDAMB436,DASATINIB,SORAFENIB,MDAMB436,14.23573511,DB01254,DB00398
DASATINIB_SORAFENIB_NCIH1650,DASATINIB,SORAFENIB,NCIH1650,23.69402051,DB01254,DB00398
DASATINIB_SORAFENIB_NCIH2122,DASATINIB,SORAFENIB,NCIH2122,9.263678505,DB01254,DB00398
DASATINIB_SORAFENIB_NCIH23,DASATINIB,SORAFENIB,NCIH23,25.37151937,DB01254,DB00398
DASATINIB_SORAFENIB_NCIH460,DASATINIB,SORAFENIB,NCIH460,24.97815028,DB01254,DB00398
DASATINIB_SORAFENIB_NCIH520,DASATINIB,SORAFENIB,NCIH520,30.51259643,DB01254,DB00398
DASATINIB_SORAFENIB_OV90,DASATINIB,SORAFENIB,OV90,14.91350902,DB01254,DB00398
DASATINIB_SORAFENIB_RKO,DASATINIB,SORAFENIB,RKO,18.20950604,DB01254,DB00398
DASATINIB_SORAFENIB_RPMI7951,DASATINIB,SORAFENIB,RPMI7951,1.455737113,DB01254,DB00398
DASATINIB_SORAFENIB_SKMEL30,DASATINIB,SORAFENIB,SKMEL30,-17.45443374,DB01254,DB00398
DASATINIB_SORAFENIB_SKMES1,DASATINIB,SORAFENIB,SKMES1,-5.190580664,DB01254,DB00398
DASATINIB_SORAFENIB_SKOV3,DASATINIB,SORAFENIB,SKOV3,10.28052449,DB01254,DB00398
DASATINIB_SORAFENIB_SW620,DASATINIB,SORAFENIB,SW620,26.67138283,DB01254,DB00398
DASATINIB_SORAFENIB_SW837,DASATINIB,SORAFENIB,SW837,15.64219662,DB01254,DB00398
DASATINIB_SORAFENIB_T47D,DASATINIB,SORAFENIB,T47D,2.901823005,DB01254,DB00398
DASATINIB_SORAFENIB_UACC62,DASATINIB,SORAFENIB,UACC62,12.66914528,DB01254,DB00398
DASATINIB_SORAFENIB_VCAP,DASATINIB,SORAFENIB,VCAP,11.41058659,DB01254,DB00398
DASATINIB_SORAFENIB_ZR751,DASATINIB,SORAFENIB,ZR751,21.34933153,DB01254,DB00398
DASATINIB_TOPOTECAN_A2058,DASATINIB,TOPOTECAN,A2058,6.476481655,DB01254,DB01030
DASATINIB_TOPOTECAN_A2780,DASATINIB,TOPOTECAN,A2780,33.44677757,DB01254,DB01030
DASATINIB_TOPOTECAN_A375,DASATINIB,TOPOTECAN,A375,-2.776096294,DB01254,DB01030
DASATINIB_TOPOTECAN_CAOV3,DASATINIB,TOPOTECAN,CAOV3,11.10789014,DB01254,DB01030
DASATINIB_TOPOTECAN_DLD1,DASATINIB,TOPOTECAN,DLD1,-0.419867823,DB01254,DB01030
DASATINIB_TOPOTECAN_ES2,DASATINIB,TOPOTECAN,ES2,-15.04850207,DB01254,DB01030
DASATINIB_TOPOTECAN_HCT116,DASATINIB,TOPOTECAN,HCT116,6.49431415,DB01254,DB01030
DASATINIB_TOPOTECAN_HT144,DASATINIB,TOPOTECAN,HT144,-31.7610064,DB01254,DB01030
DASATINIB_TOPOTECAN_HT29,DASATINIB,TOPOTECAN,HT29,6.537490517,DB01254,DB01030
DASATINIB_TOPOTECAN_KPL1,DASATINIB,TOPOTECAN,KPL1,24.71368371,DB01254,DB01030
DASATINIB_TOPOTECAN_LOVO,DASATINIB,TOPOTECAN,LOVO,27.20024806,DB01254,DB01030
DASATINIB_TOPOTECAN_MDAMB436,DASATINIB,TOPOTECAN,MDAMB436,-1.463668701,DB01254,DB01030
DASATINIB_TOPOTECAN_NCIH1650,DASATINIB,TOPOTECAN,NCIH1650,29.11731102,DB01254,DB01030
DASATINIB_TOPOTECAN_NCIH2122,DASATINIB,TOPOTECAN,NCIH2122,-29.80506527,DB01254,DB01030
DASATINIB_TOPOTECAN_NCIH23,DASATINIB,TOPOTECAN,NCIH23,-14.48832753,DB01254,DB01030
DASATINIB_TOPOTECAN_NCIH460,DASATINIB,TOPOTECAN,NCIH460,-27.42383273,DB01254,DB01030
DASATINIB_TOPOTECAN_NCIH520,DASATINIB,TOPOTECAN,NCIH520,62.19001366,DB01254,DB01030
DASATINIB_TOPOTECAN_OV90,DASATINIB,TOPOTECAN,OV90,9.580485859,DB01254,DB01030
DASATINIB_TOPOTECAN_RKO,DASATINIB,TOPOTECAN,RKO,19.98524841,DB01254,DB01030
DASATINIB_TOPOTECAN_RPMI7951,DASATINIB,TOPOTECAN,RPMI7951,1.709941619,DB01254,DB01030
DASATINIB_TOPOTECAN_SKMEL30,DASATINIB,TOPOTECAN,SKMEL30,-18.64284517,DB01254,DB01030
DASATINIB_TOPOTECAN_SKMES1,DASATINIB,TOPOTECAN,SKMES1,-19.58670156,DB01254,DB01030
DASATINIB_TOPOTECAN_SKOV3,DASATINIB,TOPOTECAN,SKOV3,2.199262074,DB01254,DB01030
DASATINIB_TOPOTECAN_SW620,DASATINIB,TOPOTECAN,SW620,51.34207805,DB01254,DB01030
DASATINIB_TOPOTECAN_SW837,DASATINIB,TOPOTECAN,SW837,22.827985,DB01254,DB01030
DASATINIB_TOPOTECAN_T47D,DASATINIB,TOPOTECAN,T47D,8.719912898,DB01254,DB01030
DASATINIB_TOPOTECAN_UACC62,DASATINIB,TOPOTECAN,UACC62,-13.96532217,DB01254,DB01030
DASATINIB_TOPOTECAN_VCAP,DASATINIB,TOPOTECAN,VCAP,7.104908686,DB01254,DB01030
DASATINIB_TOPOTECAN_ZR751,DASATINIB,TOPOTECAN,ZR751,-0.046731686,DB01254,DB01030
DEXAMETHASONE_ABT-888_A2058,DEXAMETHASONE,ABT-888,A2058,-14.70238461,DB01234,DB07232
DEXAMETHASONE_ABT-888_A2780,DEXAMETHASONE,ABT-888,A2780,5.327418713,DB01234,DB07232
DEXAMETHASONE_ABT-888_A375,DEXAMETHASONE,ABT-888,A375,-0.525281681,DB01234,DB07232
DEXAMETHASONE_ABT-888_CAOV3,DEXAMETHASONE,ABT-888,CAOV3,-0.872017414,DB01234,DB07232
DEXAMETHASONE_ABT-888_DLD1,DEXAMETHASONE,ABT-888,DLD1,0.641558746,DB01234,DB07232
DEXAMETHASONE_ABT-888_ES2,DEXAMETHASONE,ABT-888,ES2,-17.42255208,DB01234,DB07232
DEXAMETHASONE_ABT-888_HCT116,DEXAMETHASONE,ABT-888,HCT116,1.951834494,DB01234,DB07232
DEXAMETHASONE_ABT-888_HT144,DEXAMETHASONE,ABT-888,HT144,-8.983198097,DB01234,DB07232
DEXAMETHASONE_ABT-888_HT29,DEXAMETHASONE,ABT-888,HT29,-1.02249677,DB01234,DB07232
DEXAMETHASONE_ABT-888_KPL1,DEXAMETHASONE,ABT-888,KPL1,6.408393853,DB01234,DB07232
DEXAMETHASONE_ABT-888_LOVO,DEXAMETHASONE,ABT-888,LOVO,-5.196459674,DB01234,DB07232
DEXAMETHASONE_ABT-888_MDAMB436,DEXAMETHASONE,ABT-888,MDAMB436,0.719903614,DB01234,DB07232
DEXAMETHASONE_ABT-888_NCIH1650,DEXAMETHASONE,ABT-888,NCIH1650,-11.97457304,DB01234,DB07232
DEXAMETHASONE_ABT-888_NCIH2122,DEXAMETHASONE,ABT-888,NCIH2122,-3.775623773,DB01234,DB07232
DEXAMETHASONE_ABT-888_NCIH23,DEXAMETHASONE,ABT-888,NCIH23,3.568581256,DB01234,DB07232
DEXAMETHASONE_ABT-888_NCIH460,DEXAMETHASONE,ABT-888,NCIH460,-9.809800415,DB01234,DB07232
DEXAMETHASONE_ABT-888_NCIH520,DEXAMETHASONE,ABT-888,NCIH520,1.937584075,DB01234,DB07232
DEXAMETHASONE_ABT-888_OV90,DEXAMETHASONE,ABT-888,OV90,-11.38901128,DB01234,DB07232
DEXAMETHASONE_ABT-888_RKO,DEXAMETHASONE,ABT-888,RKO,-1.010923651,DB01234,DB07232
DEXAMETHASONE_ABT-888_RPMI7951,DEXAMETHASONE,ABT-888,RPMI7951,-35.16985908,DB01234,DB07232
DEXAMETHASONE_ABT-888_SKMEL30,DEXAMETHASONE,ABT-888,SKMEL30,4.110449425,DB01234,DB07232
DEXAMETHASONE_ABT-888_SKMES1,DEXAMETHASONE,ABT-888,SKMES1,1.156160791,DB01234,DB07232
DEXAMETHASONE_ABT-888_SKOV3,DEXAMETHASONE,ABT-888,SKOV3,-3.43317185,DB01234,DB07232
DEXAMETHASONE_ABT-888_SW620,DEXAMETHASONE,ABT-888,SW620,0.637240172,DB01234,DB07232
DEXAMETHASONE_ABT-888_SW837,DEXAMETHASONE,ABT-888,SW837,-17.57839698,DB01234,DB07232
DEXAMETHASONE_ABT-888_T47D,DEXAMETHASONE,ABT-888,T47D,-13.19120927,DB01234,DB07232
DEXAMETHASONE_ABT-888_UACC62,DEXAMETHASONE,ABT-888,UACC62,11.45032761,DB01234,DB07232
DEXAMETHASONE_ABT-888_VCAP,DEXAMETHASONE,ABT-888,VCAP,-4.970995732,DB01234,DB07232
DEXAMETHASONE_ABT-888_ZR751,DEXAMETHASONE,ABT-888,ZR751,13.77188139,DB01234,DB07232
DEXAMETHASONE_BORTEZOMIB_A2058,DEXAMETHASONE,BORTEZOMIB,A2058,-1.876554642,DB01234,DB00188
DEXAMETHASONE_BORTEZOMIB_A2780,DEXAMETHASONE,BORTEZOMIB,A2780,-13.5476308,DB01234,DB00188
DEXAMETHASONE_BORTEZOMIB_A375,DEXAMETHASONE,BORTEZOMIB,A375,19.53983026,DB01234,DB00188
DEXAMETHASONE_BORTEZOMIB_CAOV3,DEXAMETHASONE,BORTEZOMIB,CAOV3,-13.44802296,DB01234,DB00188
DEXAMETHASONE_BORTEZOMIB_DLD1,DEXAMETHASONE,BORTEZOMIB,DLD1,11.6771235,DB01234,DB00188
DEXAMETHASONE_BORTEZOMIB_ES2,DEXAMETHASONE,BORTEZOMIB,ES2,-0.766384146,DB01234,DB00188
DEXAMETHASONE_BORTEZOMIB_HCT116,DEXAMETHASONE,BORTEZOMIB,HCT116,9.526525128,DB01234,DB00188
DEXAMETHASONE_BORTEZOMIB_HT144,DEXAMETHASONE,BORTEZOMIB,HT144,-13.16198248,DB01234,DB00188
DEXAMETHASONE_BORTEZOMIB_HT29,DEXAMETHASONE,BORTEZOMIB,HT29,-15.19792114,DB01234,DB00188
DEXAMETHASONE_BORTEZOMIB_KPL1,DEXAMETHASONE,BORTEZOMIB,KPL1,14.34511907,DB01234,DB00188
DEXAMETHASONE_BORTEZOMIB_LOVO,DEXAMETHASONE,BORTEZOMIB,LOVO,8.38042906,DB01234,DB00188
DEXAMETHASONE_BORTEZOMIB_MDAMB436,DEXAMETHASONE,BORTEZOMIB,MDAMB436,-0.823028432,DB01234,DB00188
DEXAMETHASONE_BORTEZOMIB_NCIH1650,DEXAMETHASONE,BORTEZOMIB,NCIH1650,-15.48085067,DB01234,DB00188
DEXAMETHASONE_BORTEZOMIB_NCIH2122,DEXAMETHASONE,BORTEZOMIB,NCIH2122,13.23498314,DB01234,DB00188
DEXAMETHASONE_BORTEZOMIB_NCIH23,DEXAMETHASONE,BORTEZOMIB,NCIH23,-2.321992868,DB01234,DB00188
DEXAMETHASONE_BORTEZOMIB_NCIH460,DEXAMETHASONE,BORTEZOMIB,NCIH460,27.17882652,DB01234,DB00188
DEXAMETHASONE_BORTEZOMIB_NCIH520,DEXAMETHASONE,BORTEZOMIB,NCIH520,-20.51845669,DB01234,DB00188
DEXAMETHASONE_BORTEZOMIB_OV90,DEXAMETHASONE,BORTEZOMIB,OV90,-9.782986039,DB01234,DB00188
DEXAMETHASONE_BORTEZOMIB_RKO,DEXAMETHASONE,BORTEZOMIB,RKO,18.82387613,DB01234,DB00188
DEXAMETHASONE_BORTEZOMIB_RPMI7951,DEXAMETHASONE,BORTEZOMIB,RPMI7951,-19.65311033,DB01234,DB00188
DEXAMETHASONE_BORTEZOMIB_SKMEL30,DEXAMETHASONE,BORTEZOMIB,SKMEL30,8.884595755,DB01234,DB00188
DEXAMETHASONE_BORTEZOMIB_SKMES1,DEXAMETHASONE,BORTEZOMIB,SKMES1,-11.43480359,DB01234,DB00188
DEXAMETHASONE_BORTEZOMIB_SKOV3,DEXAMETHASONE,BORTEZOMIB,SKOV3,3.520986426,DB01234,DB00188
DEXAMETHASONE_BORTEZOMIB_SW620,DEXAMETHASONE,BORTEZOMIB,SW620,13.03242414,DB01234,DB00188
DEXAMETHASONE_BORTEZOMIB_SW837,DEXAMETHASONE,BORTEZOMIB,SW837,-2.015924693,DB01234,DB00188
DEXAMETHASONE_BORTEZOMIB_T47D,DEXAMETHASONE,BORTEZOMIB,T47D,-9.157277118,DB01234,DB00188
DEXAMETHASONE_BORTEZOMIB_UACC62,DEXAMETHASONE,BORTEZOMIB,UACC62,-7.679437184,DB01234,DB00188
DEXAMETHASONE_BORTEZOMIB_VCAP,DEXAMETHASONE,BORTEZOMIB,VCAP,-0.61240083,DB01234,DB00188
DEXAMETHASONE_BORTEZOMIB_ZR751,DEXAMETHASONE,BORTEZOMIB,ZR751,5.298862386,DB01234,DB00188
DEXAMETHASONE_DASATINIB_A2058,DEXAMETHASONE,DASATINIB,A2058,-0.17873576,DB01234,DB01254
DEXAMETHASONE_DASATINIB_A2780,DEXAMETHASONE,DASATINIB,A2780,19.81976601,DB01234,DB01254
DEXAMETHASONE_DASATINIB_A375,DEXAMETHASONE,DASATINIB,A375,38.48330291,DB01234,DB01254
DEXAMETHASONE_DASATINIB_CAOV3,DEXAMETHASONE,DASATINIB,CAOV3,52.08151088,DB01234,DB01254
DEXAMETHASONE_DASATINIB_DLD1,DEXAMETHASONE,DASATINIB,DLD1,6.035833882,DB01234,DB01254
DEXAMETHASONE_DASATINIB_ES2,DEXAMETHASONE,DASATINIB,ES2,-27.43501134,DB01234,DB01254
DEXAMETHASONE_DASATINIB_HCT116,DEXAMETHASONE,DASATINIB,HCT116,-46.19424113,DB01234,DB01254
DEXAMETHASONE_DASATINIB_HT144,DEXAMETHASONE,DASATINIB,HT144,-35.98115982,DB01234,DB01254
DEXAMETHASONE_DASATINIB_HT29,DEXAMETHASONE,DASATINIB,HT29,9.24353297,DB01234,DB01254
DEXAMETHASONE_DASATINIB_KPL1,DEXAMETHASONE,DASATINIB,KPL1,49.29822811,DB01234,DB01254
DEXAMETHASONE_DASATINIB_LOVO,DEXAMETHASONE,DASATINIB,LOVO,61.01399927,DB01234,DB01254
DEXAMETHASONE_DASATINIB_MDAMB436,DEXAMETHASONE,DASATINIB,MDAMB436,-5.903960627,DB01234,DB01254
DEXAMETHASONE_DASATINIB_NCIH1650,DEXAMETHASONE,DASATINIB,NCIH1650,18.35923453,DB01234,DB01254
DEXAMETHASONE_DASATINIB_NCIH2122,DEXAMETHASONE,DASATINIB,NCIH2122,60.52033784,DB01234,DB01254
DEXAMETHASONE_DASATINIB_NCIH23,DEXAMETHASONE,DASATINIB,NCIH23,3.083911945,DB01234,DB01254
DEXAMETHASONE_DASATINIB_NCIH460,DEXAMETHASONE,DASATINIB,NCIH460,-13.60867096,DB01234,DB01254
DEXAMETHASONE_DASATINIB_NCIH520,DEXAMETHASONE,DASATINIB,NCIH520,28.41521007,DB01234,DB01254
DEXAMETHASONE_DASATINIB_OV90,DEXAMETHASONE,DASATINIB,OV90,-14.00130496,DB01234,DB01254
DEXAMETHASONE_DASATINIB_RKO,DEXAMETHASONE,DASATINIB,RKO,1.788086056,DB01234,DB01254
DEXAMETHASONE_DASATINIB_RPMI7951,DEXAMETHASONE,DASATINIB,RPMI7951,-23.30165857,DB01234,DB01254
DEXAMETHASONE_DASATINIB_SKMEL30,DEXAMETHASONE,DASATINIB,SKMEL30,-15.5409231,DB01234,DB01254
DEXAMETHASONE_DASATINIB_SKMES1,DEXAMETHASONE,DASATINIB,SKMES1,59.07601127,DB01234,DB01254
DEXAMETHASONE_DASATINIB_SKOV3,DEXAMETHASONE,DASATINIB,SKOV3,32.5124521,DB01234,DB01254
DEXAMETHASONE_DASATINIB_SW620,DEXAMETHASONE,DASATINIB,SW620,7.398222743,DB01234,DB01254
DEXAMETHASONE_DASATINIB_SW837,DEXAMETHASONE,DASATINIB,SW837,8.449442721,DB01234,DB01254
DEXAMETHASONE_DASATINIB_T47D,DEXAMETHASONE,DASATINIB,T47D,-56.4086851,DB01234,DB01254
DEXAMETHASONE_DASATINIB_UACC62,DEXAMETHASONE,DASATINIB,UACC62,-2.482450866,DB01234,DB01254
DEXAMETHASONE_DASATINIB_VCAP,DEXAMETHASONE,DASATINIB,VCAP,-24.49171442,DB01234,DB01254
DEXAMETHASONE_DASATINIB_ZR751,DEXAMETHASONE,DASATINIB,ZR751,0.922192098,DB01234,DB01254
DEXAMETHASONE_ERLOTINIB_A2058,DEXAMETHASONE,ERLOTINIB,A2058,-18.8279417,DB01234,DB00530
DEXAMETHASONE_ERLOTINIB_A2780,DEXAMETHASONE,ERLOTINIB,A2780,-4.100159134,DB01234,DB00530
DEXAMETHASONE_ERLOTINIB_A375,DEXAMETHASONE,ERLOTINIB,A375,-1.770837185,DB01234,DB00530
DEXAMETHASONE_ERLOTINIB_CAOV3,DEXAMETHASONE,ERLOTINIB,CAOV3,42.95743104,DB01234,DB00530
DEXAMETHASONE_ERLOTINIB_DLD1,DEXAMETHASONE,ERLOTINIB,DLD1,6.355137572,DB01234,DB00530
DEXAMETHASONE_ERLOTINIB_ES2,DEXAMETHASONE,ERLOTINIB,ES2,-19.21052691,DB01234,DB00530
DEXAMETHASONE_ERLOTINIB_HCT116,DEXAMETHASONE,ERLOTINIB,HCT116,-4.746029021,DB01234,DB00530
DEXAMETHASONE_ERLOTINIB_HT144,DEXAMETHASONE,ERLOTINIB,HT144,-21.42706708,DB01234,DB00530
DEXAMETHASONE_ERLOTINIB_HT29,DEXAMETHASONE,ERLOTINIB,HT29,4.12703723,DB01234,DB00530
DEXAMETHASONE_ERLOTINIB_KPL1,DEXAMETHASONE,ERLOTINIB,KPL1,13.31386359,DB01234,DB00530
DEXAMETHASONE_ERLOTINIB_LOVO,DEXAMETHASONE,ERLOTINIB,LOVO,18.49637803,DB01234,DB00530
DEXAMETHASONE_ERLOTINIB_MDAMB436,DEXAMETHASONE,ERLOTINIB,MDAMB436,-7.729784474,DB01234,DB00530
DEXAMETHASONE_ERLOTINIB_NCIH1650,DEXAMETHASONE,ERLOTINIB,NCIH1650,33.09442231,DB01234,DB00530
DEXAMETHASONE_ERLOTINIB_NCIH2122,DEXAMETHASONE,ERLOTINIB,NCIH2122,52.71829456,DB01234,DB00530
DEXAMETHASONE_ERLOTINIB_NCIH23,DEXAMETHASONE,ERLOTINIB,NCIH23,-1.824167112,DB01234,DB00530
DEXAMETHASONE_ERLOTINIB_NCIH460,DEXAMETHASONE,ERLOTINIB,NCIH460,-8.783913929,DB01234,DB00530
DEXAMETHASONE_ERLOTINIB_NCIH520,DEXAMETHASONE,ERLOTINIB,NCIH520,-0.161442762,DB01234,DB00530
DEXAMETHASONE_ERLOTINIB_OV90,DEXAMETHASONE,ERLOTINIB,OV90,-14.43662286,DB01234,DB00530
DEXAMETHASONE_ERLOTINIB_RKO,DEXAMETHASONE,ERLOTINIB,RKO,-12.1036628,DB01234,DB00530
DEXAMETHASONE_ERLOTINIB_RPMI7951,DEXAMETHASONE,ERLOTINIB,RPMI7951,-32.28269213,DB01234,DB00530
DEXAMETHASONE_ERLOTINIB_SKMEL30,DEXAMETHASONE,ERLOTINIB,SKMEL30,-2.881767161,DB01234,DB00530
DEXAMETHASONE_ERLOTINIB_SKMES1,DEXAMETHASONE,ERLOTINIB,SKMES1,10.6860991,DB01234,DB00530
DEXAMETHASONE_ERLOTINIB_SKOV3,DEXAMETHASONE,ERLOTINIB,SKOV3,37.67902288,DB01234,DB00530
DEXAMETHASONE_ERLOTINIB_SW620,DEXAMETHASONE,ERLOTINIB,SW620,-7.473678042,DB01234,DB00530
DEXAMETHASONE_ERLOTINIB_SW837,DEXAMETHASONE,ERLOTINIB,SW837,15.56931326,DB01234,DB00530
DEXAMETHASONE_ERLOTINIB_T47D,DEXAMETHASONE,ERLOTINIB,T47D,-22.50252279,DB01234,DB00530
DEXAMETHASONE_ERLOTINIB_UACC62,DEXAMETHASONE,ERLOTINIB,UACC62,-6.919186741,DB01234,DB00530
DEXAMETHASONE_ERLOTINIB_VCAP,DEXAMETHASONE,ERLOTINIB,VCAP,-14.64932466,DB01234,DB00530
DEXAMETHASONE_ERLOTINIB_ZR751,DEXAMETHASONE,ERLOTINIB,ZR751,29.72083762,DB01234,DB00530
DEXAMETHASONE_GELDANAMYCIN_A2058,DEXAMETHASONE,GELDANAMYCIN,A2058,-0.401830321,DB01234,DB02424
DEXAMETHASONE_GELDANAMYCIN_A2780,DEXAMETHASONE,GELDANAMYCIN,A2780,-5.672406019,DB01234,DB02424
DEXAMETHASONE_GELDANAMYCIN_A375,DEXAMETHASONE,GELDANAMYCIN,A375,1.43809349,DB01234,DB02424
DEXAMETHASONE_GELDANAMYCIN_CAOV3,DEXAMETHASONE,GELDANAMYCIN,CAOV3,-8.423246122,DB01234,DB02424
DEXAMETHASONE_GELDANAMYCIN_DLD1,DEXAMETHASONE,GELDANAMYCIN,DLD1,6.642542505,DB01234,DB02424
DEXAMETHASONE_GELDANAMYCIN_ES2,DEXAMETHASONE,GELDANAMYCIN,ES2,-10.66512029,DB01234,DB02424
DEXAMETHASONE_GELDANAMYCIN_HCT116,DEXAMETHASONE,GELDANAMYCIN,HCT116,3.685837482,DB01234,DB02424
DEXAMETHASONE_GELDANAMYCIN_HT144,DEXAMETHASONE,GELDANAMYCIN,HT144,-8.684713995,DB01234,DB02424
DEXAMETHASONE_GELDANAMYCIN_HT29,DEXAMETHASONE,GELDANAMYCIN,HT29,-6.712498727,DB01234,DB02424
DEXAMETHASONE_GELDANAMYCIN_KPL1,DEXAMETHASONE,GELDANAMYCIN,KPL1,16.83025916,DB01234,DB02424
DEXAMETHASONE_GELDANAMYCIN_LOVO,DEXAMETHASONE,GELDANAMYCIN,LOVO,2.463237142,DB01234,DB02424
DEXAMETHASONE_GELDANAMYCIN_MDAMB436,DEXAMETHASONE,GELDANAMYCIN,MDAMB436,11.22422761,DB01234,DB02424
DEXAMETHASONE_GELDANAMYCIN_NCIH1650,DEXAMETHASONE,GELDANAMYCIN,NCIH1650,0.141511919,DB01234,DB02424
DEXAMETHASONE_GELDANAMYCIN_NCIH2122,DEXAMETHASONE,GELDANAMYCIN,NCIH2122,-6.274372321,DB01234,DB02424
DEXAMETHASONE_GELDANAMYCIN_NCIH23,DEXAMETHASONE,GELDANAMYCIN,NCIH23,-9.378163033,DB01234,DB02424
DEXAMETHASONE_GELDANAMYCIN_NCIH460,DEXAMETHASONE,GELDANAMYCIN,NCIH460,3.740915007,DB01234,DB02424
DEXAMETHASONE_GELDANAMYCIN_NCIH520,DEXAMETHASONE,GELDANAMYCIN,NCIH520,-6.572743304,DB01234,DB02424
DEXAMETHASONE_GELDANAMYCIN_OV90,DEXAMETHASONE,GELDANAMYCIN,OV90,-22.2375828,DB01234,DB02424
DEXAMETHASONE_GELDANAMYCIN_RKO,DEXAMETHASONE,GELDANAMYCIN,RKO,7.58262844,DB01234,DB02424
DEXAMETHASONE_GELDANAMYCIN_RPMI7951,DEXAMETHASONE,GELDANAMYCIN,RPMI7951,-18.16506912,DB01234,DB02424
DEXAMETHASONE_GELDANAMYCIN_SKMEL30,DEXAMETHASONE,GELDANAMYCIN,SKMEL30,7.496298517,DB01234,DB02424
DEXAMETHASONE_GELDANAMYCIN_SKMES1,DEXAMETHASONE,GELDANAMYCIN,SKMES1,5.745726626,DB01234,DB02424
DEXAMETHASONE_GELDANAMYCIN_SKOV3,DEXAMETHASONE,GELDANAMYCIN,SKOV3,-8.349969985,DB01234,DB02424
DEXAMETHASONE_GELDANAMYCIN_SW620,DEXAMETHASONE,GELDANAMYCIN,SW620,-8.09245655,DB01234,DB02424
DEXAMETHASONE_GELDANAMYCIN_SW837,DEXAMETHASONE,GELDANAMYCIN,SW837,-8.372438633,DB01234,DB02424
DEXAMETHASONE_GELDANAMYCIN_T47D,DEXAMETHASONE,GELDANAMYCIN,T47D,-30.07927989,DB01234,DB02424
DEXAMETHASONE_GELDANAMYCIN_UACC62,DEXAMETHASONE,GELDANAMYCIN,UACC62,-1.401382359,DB01234,DB02424
DEXAMETHASONE_GELDANAMYCIN_VCAP,DEXAMETHASONE,GELDANAMYCIN,VCAP,5.049612742,DB01234,DB02424
DEXAMETHASONE_GELDANAMYCIN_ZR751,DEXAMETHASONE,GELDANAMYCIN,ZR751,-17.59747838,DB01234,DB02424
DEXAMETHASONE_LAPATINIB_A2058,DEXAMETHASONE,LAPATINIB,A2058,-16.23708253,DB01234,DB01259
DEXAMETHASONE_LAPATINIB_A2780,DEXAMETHASONE,LAPATINIB,A2780,0.367522737,DB01234,DB01259
DEXAMETHASONE_LAPATINIB_A375,DEXAMETHASONE,LAPATINIB,A375,-5.107578959,DB01234,DB01259
DEXAMETHASONE_LAPATINIB_CAOV3,DEXAMETHASONE,LAPATINIB,CAOV3,50.78208204,DB01234,DB01259
DEXAMETHASONE_LAPATINIB_DLD1,DEXAMETHASONE,LAPATINIB,DLD1,6.431139018,DB01234,DB01259
DEXAMETHASONE_LAPATINIB_ES2,DEXAMETHASONE,LAPATINIB,ES2,-22.31396343,DB01234,DB01259
DEXAMETHASONE_LAPATINIB_HCT116,DEXAMETHASONE,LAPATINIB,HCT116,-1.598041764,DB01234,DB01259
DEXAMETHASONE_LAPATINIB_HT144,DEXAMETHASONE,LAPATINIB,HT144,-18.76719077,DB01234,DB01259
DEXAMETHASONE_LAPATINIB_HT29,DEXAMETHASONE,LAPATINIB,HT29,11.86955253,DB01234,DB01259
DEXAMETHASONE_LAPATINIB_KPL1,DEXAMETHASONE,LAPATINIB,KPL1,8.319961335,DB01234,DB01259
DEXAMETHASONE_LAPATINIB_LOVO,DEXAMETHASONE,LAPATINIB,LOVO,28.11855047,DB01234,DB01259
