GeneSym,source_desc,protein,cell,Tissue,target_id,weight
SOX8,na,30812,RD,soft tissue,-666,1
FARP2,na,9855,RD,soft tissue,-666,1
NCAM1,na,4684,RD,soft tissue,-666,1
TTLL4,na,9654,RD,soft tissue,-666,1
ITGA7,na,3679,RD,soft tissue,-666,1
4-Sep,na,5414,RD,soft tissue,-666,1
MLIP,na,90523,RD,soft tissue,-666,1
KDELC2,na,143888,RD,soft tissue,-666,1
KIAA0368,na,23392,RD,soft tissue,-666,1
AK1,na,203,RD,soft tissue,-666,1
KIF1B,na,23095,RD,soft tissue,-666,1
MAP4K3,na,8491,RD,soft tissue,-666,1
ACVR1,na,90,RD,soft tissue,-666,1
SLC25A24,na,29957,RD,soft tissue,-666,1
ALS2,na,57679,RD,soft tissue,-666,1
ARMCX5,na,64860,RD,soft tissue,-666,1
MAP4K4,na,9448,RD,soft tissue,-666,1
SCRN1,na,9805,RD,soft tissue,-666,1
MEX3D,na,399664,RD,soft tissue,-666,1
ZC2HC1A,na,51101,RD,soft tissue,-666,1
TIMM22,na,29928,RD,soft tissue,-666,1
TMEM237,na,65062,RD,soft tissue,-666,1
RYR1,na,6261,RD,soft tissue,-666,1
RNF212,na,285498,RD,soft tissue,-666,1
CDC27,na,996,RD,soft tissue,-666,1
SYPL2,na,284612,RD,soft tissue,-666,1
HEY1,na,23462,RD,soft tissue,-666,1
SEMA3A,na,10371,RD,soft tissue,-666,1
SPRY2,na,10253,RD,soft tissue,-666,1
C8orf34,na,116328,RD,soft tissue,-666,1
PTPRD,na,5789,RD,soft tissue,-666,1
TRIM55,na,84675,RD,soft tissue,-666,1
TRIL,na,9865,RD,soft tissue,-666,1
CMYA5,na,202333,RD,soft tissue,-666,1
MYBPC1,na,4604,RD,soft tissue,-666,1
MICU2,na,221154,RD,soft tissue,-666,1
MYLPF,na,29895,RD,soft tissue,-666,1
CLCN5,na,1184,RD,soft tissue,-666,1
TNNC2,na,7125,RD,soft tissue,-666,1
MYOM3,na,127294,RD,soft tissue,-666,1
ZNF556,na,80032,RD,soft tissue,-666,1
MYOM1,na,8736,RD,soft tissue,-666,1
TPPP3,na,51673,RD,soft tissue,-666,1
TNNT3,na,7140,RD,soft tissue,-666,1
C1orf105,na,92346,RD,soft tissue,-666,1
TNNT2,na,7139,RD,soft tissue,-666,1
HS6ST2,na,90161,RD,soft tissue,-666,1
DYSF,na,8291,RD,soft tissue,-666,1
PRDX6,na,9588,RD,soft tissue,-666,1
IGDCC4,na,57722,RD,soft tissue,-666,1
MYL4,na,4635,RD,soft tissue,-666,1
CASS4,na,57091,RD,soft tissue,-666,1
ITGA4,na,3676,RD,soft tissue,-666,1
CKM,na,1158,RD,soft tissue,-666,1
MYO18B,na,84700,RD,soft tissue,-666,1
DNAH8,na,1769,RD,soft tissue,-666,1
XIRP2,na,129446,RD,soft tissue,-666,1
STAC3,na,246329,RD,soft tissue,-666,1
ARPP21,na,10777,RD,soft tissue,-666,1
ZNF93,na,81931,RD,soft tissue,-666,1
MYH3,na,4621,RD,soft tissue,-666,1
CDK6,na,1021,RD,soft tissue,-666,1
ZNF644,na,84146,RD,soft tissue,-666,1
TIA1,na,7072,RD,soft tissue,-666,1
CCDC150,na,284992,RD,soft tissue,-666,1
CWC22,na,57703,RD,soft tissue,-666,1
SSB,na,6741,RD,soft tissue,-666,1
PPIG,na,9360,RD,soft tissue,-666,1
TXLNB,na,167838,RD,soft tissue,-666,1
TNNI1,na,7135,RD,soft tissue,-666,1
MAP2K1,na,5604,RD,soft tissue,-666,1
DCAF17,na,80067,RD,soft tissue,-666,1
UNC45B,na,146862,RD,soft tissue,-666,1
JSRP1,na,126306,RD,soft tissue,-666,1
PBXIP1,na,57326,RD,soft tissue,-666,1
TBCEL,na,219899,RD,soft tissue,-666,1
GAGE1,na,2543,RD,soft tissue,-666,1
DSCR8,na,84677,RD,soft tissue,-666,1
MYH8,na,4626,RD,soft tissue,-666,1
CSMD1,na,64478,RD,soft tissue,-666,1
PREPL,na,9581,RD,soft tissue,-666,1
CYP20A1,na,57404,RD,soft tissue,-666,1
ITGB1BP2,na,26548,RD,soft tissue,-666,1
SCT,na,6343,RD,soft tissue,-666,1
CACNA1S,na,779,RD,soft tissue,-666,1
SMYD1,na,150572,RD,soft tissue,-666,1
MYOZ1,na,58529,RD,soft tissue,-666,1
TTN,na,7273,RD,soft tissue,-666,1
CCDC141,na,285025,RD,soft tissue,-666,1
CACNG1,na,786,RD,soft tissue,-666,1
EGFLAM,na,133584,RD,soft tissue,-666,1
EDNRA,na,1909,RD,soft tissue,-666,1
SLC8A3,na,6547,RD,soft tissue,-666,1
HRC,na,3270,RD,soft tissue,-666,1
COL25A1,na,84570,RD,soft tissue,-666,1
PYGM,na,5837,RD,soft tissue,-666,1
CASQ2,na,845,RD,soft tissue,-666,1
ACTN3,na,89,RD,soft tissue,-666,1
XIRP1,na,165904,RD,soft tissue,-666,1
PITX3,na,5309,RD,soft tissue,-666,1
CHRNG,na,1146,RD,soft tissue,-666,1
COX6A2,na,1339,RD,soft tissue,-666,1
HHATL,na,57467,RD,soft tissue,-666,1
APOBEC2,na,10930,RD,soft tissue,-666,1
MYH7,na,4625,RD,soft tissue,-666,1
PTH1R,na,5745,RD,soft tissue,-666,1
ZNF474,na,133923,RD,soft tissue,-666,1
LMOD3,na,56203,RD,soft tissue,-666,1
COL19A1,na,1310,RD,soft tissue,-666,1
KHDRBS1,na,10657,RD,soft tissue,-666,1
SMC2,na,10592,RD,soft tissue,-666,1
SGOL2,na,151246,RD,soft tissue,-666,1
PHF14,na,9678,RD,soft tissue,-666,1
RBBP4,na,5928,RD,soft tissue,-666,1
WDR12,na,55759,RD,soft tissue,-666,1
ZC3H15,na,55854,RD,soft tissue,-666,1
WDR75,na,84128,RD,soft tissue,-666,1
NCL,na,4691,RD,soft tissue,-666,1
BCS1L,na,617,RD,soft tissue,-666,1
FARSB,na,10056,RD,soft tissue,-666,1
IMMT,na,10989,RD,soft tissue,-666,1
RQCD1,na,9125,RD,soft tissue,-666,1
XRCC5,na,7520,RD,soft tissue,-666,1
CUL3,na,8452,RD,soft tissue,-666,1
ZNF668,na,79759,RD,soft tissue,-666,1
CCAR2,na,57805,RD,soft tissue,-666,1
NDUFB3,na,4709,RD,soft tissue,-666,1
HAT1,na,8520,RD,soft tissue,-666,1
PSMD14,na,10213,RD,soft tissue,-666,1
ZNF106,na,64397,RD,soft tissue,-666,1
2-Sep,na,4735,RD,soft tissue,-666,1
RNF20,na,56254,RD,soft tissue,-666,1
NCBP1,na,4686,RD,soft tissue,-666,1
RBM18,na,92400,RD,soft tissue,-666,1
TBC1D13,na,54662,RD,soft tissue,-666,1
SARAF,na,51669,RD,soft tissue,-666,1
MACF1,na,23499,RD,soft tissue,-666,1
KPNA6,na,23633,RD,soft tissue,-666,1
PSMB2,na,5690,RD,soft tissue,-666,1
CSDE1,na,7812,RD,soft tissue,-666,1
LRRC40,na,55631,RD,soft tissue,-666,1
FAM178A,na,55719,RD,soft tissue,-666,1
C10orf88,na,80007,RD,soft tissue,-666,1
TMEM131,na,23505,RD,soft tissue,-666,1
SF3B1,na,23451,RD,soft tissue,-666,1
GTF3C3,na,9330,RD,soft tissue,-666,1
ASNSD1,na,54529,RD,soft tissue,-666,1
PMS1,na,5378,RD,soft tissue,-666,1
NIF3L1,na,60491,RD,soft tissue,-666,1
OSGEPL1,na,64172,RD,soft tissue,-666,1
FASTKD2,na,22868,RD,soft tissue,-666,1
TRIP12,na,9320,RD,soft tissue,-666,1
GIGYF2,na,26058,RD,soft tissue,-666,1
TRAF3IP1,na,26146,RD,soft tissue,-666,1
ATG4B,na,23192,RD,soft tissue,-666,1
HDLBP,na,3069,RD,soft tissue,-666,1
STK25,na,10494,RD,soft tissue,-666,1
PSMD1,na,5707,RD,soft tissue,-666,1
COPS8,na,10920,RD,soft tissue,-666,1
DHX57,na,90957,RD,soft tissue,-666,1
RANBP2,na,5903,RD,soft tissue,-666,1
7-Mar,na,64844,RD,soft tissue,-666,1
MRPL30,na,51263,RD,soft tissue,-666,1
ZNF2,na,7549,RD,soft tissue,-666,1
SMPX,na,23676,RD,soft tissue,-666,1
METTL8,na,79828,RD,soft tissue,-666,1
KLHDC10,na,23008,RD,soft tissue,-666,1
NCOA1,na,8648,RD,soft tissue,-666,1
FOXN2,na,3344,RD,soft tissue,-666,1
EXTL2,na,2135,RD,soft tissue,-666,1
ENO3,na,2027,RD,soft tissue,-666,1
RBFOX1,na,54715,RD,soft tissue,-666,1
POU4F1,na,5457,RD,soft tissue,-666,1
FRMPD1,na,22844,RD,soft tissue,-666,1
CDON,na,50937,RD,soft tissue,-666,1
SRPK3,na,26576,RD,soft tissue,-666,1
KLHL41,na,10324,RD,soft tissue,-666,1
JAM3,na,83700,RD,soft tissue,-666,1
NEB,na,4703,RD,soft tissue,-666,1
KCNJ6,na,3763,RD,soft tissue,-666,1
SPSB4,na,92369,RD,soft tissue,-666,1
FNDC5,na,252995,RD,soft tissue,-666,1
CHRNA1,na,1134,RD,soft tissue,-666,1
VASH2,na,79805,RD,soft tissue,-666,1
LDB3,na,11155,RD,soft tissue,-666,1
TAL2,na,6887,RD,soft tissue,-666,1
PNMAL1,na,55228,RD,soft tissue,-666,1
SLN,na,6588,RD,soft tissue,-666,1
NNAT,na,4826,RD,soft tissue,-666,1
SHD,na,56961,RD,soft tissue,-666,1
PPEF1,na,5475,RD,soft tissue,-666,1
ANK2,na,287,RD,soft tissue,-666,1
REEP1,na,65055,RD,soft tissue,-666,1
PKIA,na,5569,RD,soft tissue,-666,1
IL17RD,na,54756,RD,soft tissue,-666,1
NPY,na,4852,RD,soft tissue,-666,1
MUM1,na,84939,RD,soft tissue,-666,1
MAGEL2,na,54551,RD,soft tissue,-666,1
SYT6,na,148281,RD,soft tissue,-666,1
SIX4,na,51804,RD,soft tissue,-666,1
SIX1,na,6495,RD,soft tissue,-666,1
MEST,na,4232,RD,soft tissue,-666,1
STK36,na,27148,RD,soft tissue,-666,1
RBM24,na,221662,RD,soft tissue,-666,1
TTLL7,na,79739,RD,soft tissue,-666,1
ACTN2,na,88,RD,soft tissue,-666,1
PAX7,na,5081,RD,soft tissue,-666,1
EBF3,na,253738,RD,soft tissue,-666,1
PALMD,na,54873,RD,soft tissue,-666,1
GUCY1A2,na,2977,RD,soft tissue,-666,1
ZFP28,na,140612,RD,soft tissue,-666,1
ZNF426,na,79088,RD,soft tissue,-666,1
NPTX2,na,4885,RD,soft tissue,-666,1
FKBP7,na,51661,RD,soft tissue,-666,1
CSRP3,na,8048,RD,soft tissue,-666,1
MYOD1,na,4654,RD,soft tissue,-666,1
TBX15,na,6913,RD,soft tissue,-666,1
ASB5,na,140458,RD,soft tissue,-666,1
ACTC1,na,70,RD,soft tissue,-666,1
MUSK,na,4593,RD,soft tissue,-666,1
EIF4E2,na,9470,RD,soft tissue,-666,1
KLHL40,na,131377,RD,soft tissue,-666,1
CAV3,na,859,RD,soft tissue,-666,1
ATP2A1,na,487,RD,soft tissue,-666,1
FITM1,na,161247,RD,soft tissue,-666,1
CDH15,na,1013,RD,soft tissue,-666,1
DES,na,1674,RD,soft tissue,-666,1
MYOG,na,4656,RD,soft tissue,-666,1
SNTG1,na,54212,RD,soft tissue,-666,1
ALPK3,na,57538,RD,soft tissue,-666,1
CHRND,na,1144,RD,soft tissue,-666,1
RAPSN,na,5913,RD,soft tissue,-666,1
PDLIM3,na,27295,RD,soft tissue,-666,1
DUSP13,na,51207,RD,soft tissue,-666,1
RTN2,na,6253,RD,soft tissue,-666,1
CCDC8,na,83987,RD,soft tissue,-666,1
MSTN,na,2660,RD,soft tissue,-666,1
SMARCD3,na,6604,RD,soft tissue,-666,1
TNNT1,na,7138,RD,soft tissue,-666,1
KLHL29,na,114818,RD,soft tissue,-666,1
GAS1,na,2619,RD,soft tissue,-666,1
TSHZ3,na,57616,RD,soft tissue,-666,1
SIX2,na,10736,RD,soft tissue,-666,1
PGF,na,5228,RD,soft tissue,-666,1
SPOCK3,na,50859,RD,soft tissue,-666,1
PALM2,na,114299,RD,soft tissue,-666,1
SGCA,na,6442,RD,soft tissue,-666,1
DMPK,na,1760,RD,soft tissue,-666,1
IP6K3,na,117283,RD,soft tissue,-666,1
MYL6B,na,140465,RD,soft tissue,-666,1
MYBPH,na,4608,RD,soft tissue,-666,1
ACTA1,na,58,RD,soft tissue,-666,1
TGFBR1,na,7046,RD,soft tissue,-666,1
MYL1,na,4632,RD,soft tissue,-666,1
VGLL2,na,245806,RD,soft tissue,-666,1
AGTR2,na,186,RD,soft tissue,-666,1
EDN3,na,1908,RD,soft tissue,-666,1
KCTD12,na,115207,COLO320,large intestine,-666,1
CPED1,na,79974,COLO320,large intestine,-666,1
COG6,na,57511,COLO320,large intestine,-666,1
KCNJ8,na,3764,COLO320,large intestine,-666,1
ST7L,na,54879,COLO320,large intestine,-666,1
PSMD10,na,5716,COLO320,large intestine,-666,1
DCLK2,na,166614,COLO320,large intestine,-666,1
STON1,na,11037,COLO320,large intestine,-666,1
SERAC1,na,84947,COLO320,large intestine,-666,1
GPC4,na,2239,COLO320,large intestine,-666,1
MPP4,na,58538,COLO320,large intestine,-666,1
SSR3,na,6747,COLO320,large intestine,-666,1
LIMS1,na,3987,COLO320,large intestine,-666,1
SLC16A1,na,6566,COLO320,large intestine,-666,1
GNB5,na,10681,COLO320,large intestine,-666,1
PRKD3,na,23683,COLO320,large intestine,-666,1
HLTF,na,6596,COLO320,large intestine,-666,1
RLBP1,na,6017,COLO320,large intestine,-666,1
SLC35B4,na,84912,COLO320,large intestine,-666,1
GPM6B,na,2824,COLO320,large intestine,-666,1
SEPN1,na,57190,COLO320,large intestine,-666,1
ATP6V0D2,na,245972,COLO320,large intestine,-666,1
CSRP2,na,1466,COLO320,large intestine,-666,1
SOX5,na,6660,COLO320,large intestine,-666,1
ETV5,na,2119,COLO320,large intestine,-666,1
NRP2,na,8828,COLO320,large intestine,-666,1
TMX4,na,56255,COLO320,large intestine,-666,1
TBC1D4,na,9882,COLO320,large intestine,-666,1
KREMEN1,na,83999,COLO320,large intestine,-666,1
ABCB4,na,5244,COLO320,large intestine,-666,1
ILDR2,na,387597,COLO320,large intestine,-666,1
GNAL,na,2774,COLO320,large intestine,-666,1
UNG,na,7374,COLO320,large intestine,-666,1
EVI5,na,7813,COLO320,large intestine,-666,1
LGALSL,na,29094,COLO320,large intestine,-666,1
NDFIP2,na,54602,COLO320,large intestine,-666,1
MAP3K13,na,9175,COLO320,large intestine,-666,1
MTX3,na,345778,COLO320,large intestine,-666,1
STXBP1,na,6812,COLO320,large intestine,-666,1
GPR125,na,166647,COLO320,large intestine,-666,1
ZCCHC14,na,23174,COLO320,large intestine,-666,1
ITM2B,na,9445,COLO320,large intestine,-666,1
CMTM4,na,146223,COLO320,large intestine,-666,1
SCML1,na,6322,COLO320,large intestine,-666,1
PFKM,na,5213,COLO320,large intestine,-666,1
CECR5,na,27440,COLO320,large intestine,-666,1
JADE3,na,9767,COLO320,large intestine,-666,1
GYS2,na,2998,COLO320,large intestine,-666,1
GABRA2,na,2555,COLO320,large intestine,-666,1
PCDH19,na,57526,COLO320,large intestine,-666,1
FREM2,na,341640,COLO320,large intestine,-666,1
UST,na,10090,COLO320,large intestine,-666,1
TNMD,na,64102,COLO320,large intestine,-666,1
CEP112,na,201134,COLO320,large intestine,-666,1
ECEL1,na,9427,COLO320,large intestine,-666,1
GARNL3,na,84253,COLO320,large intestine,-666,1
SMR3B,na,10879,COLO320,large intestine,-666,1
EMX2,na,2018,COLO320,large intestine,-666,1
LIX1,na,167410,COLO320,large intestine,-666,1
NHS,na,4810,COLO320,large intestine,-666,1
PPM1B,na,5495,COLO320,large intestine,-666,1
OGDHL,na,55753,COLO320,large intestine,-666,1
PKP4,na,8502,COLO320,large intestine,-666,1
CCDC148,na,130940,COLO320,large intestine,-666,1
PYCR1,na,5831,COLO320,large intestine,-666,1
PHKA1,na,5255,COLO320,large intestine,-666,1
SELENBP1,na,8991,COLO320,large intestine,-666,1
IRX5,na,10265,COLO320,large intestine,-666,1
AR,na,367,COLO320,large intestine,-666,1
ABAT,na,18,COLO320,large intestine,-666,1
MUM1L1,na,139221,COLO320,large intestine,-666,1
GRPR,na,2925,COLO320,large intestine,-666,1
HMGN5,na,79366,COLO320,large intestine,-666,1
HOTAIR,na,100124700,COLO320,large intestine,-666,1
HOXC11,na,3227,COLO320,large intestine,-666,1
RHPN1-AS1,na,78998,COLO320,large intestine,-666,1
ATPAF1,na,64756,COLO320,large intestine,-666,1
LTA4H,na,4048,COLO320,large intestine,-666,1
GSS,na,2937,COLO320,large intestine,-666,1
UBAC2,na,337867,COLO320,large intestine,-666,1
STK24,na,8428,COLO320,large intestine,-666,1
MRPL57,na,78988,COLO320,large intestine,-666,1
MED4,na,29079,COLO320,large intestine,-666,1
PROSER1,na,80209,COLO320,large intestine,-666,1
KBTBD6,na,89890,COLO320,large intestine,-666,1
NUFIP1,na,26747,COLO320,large intestine,-666,1
ESD,na,2098,COLO320,large intestine,-666,1
MPHOSPH8,na,54737,COLO320,large intestine,-666,1
SUCLA2,na,8803,COLO320,large intestine,-666,1
NUDT15,na,55270,COLO320,large intestine,-666,1
TDRD3,na,81550,COLO320,large intestine,-666,1
MZT1,na,440145,COLO320,large intestine,-666,1
DIS3,na,22894,COLO320,large intestine,-666,1
PIBF1,na,10464,COLO320,large intestine,-666,1
CLN5,na,1203,COLO320,large intestine,-666,1
ARGLU1,na,55082,COLO320,large intestine,-666,1
RBM26,na,64062,COLO320,large intestine,-666,1
TFDP1,na,7027,COLO320,large intestine,-666,1
IPO5,na,3843,COLO320,large intestine,-666,1
AKAP11,na,11215,COLO320,large intestine,-666,1
UFM1,na,51569,COLO320,large intestine,-666,1
DLEU1,na,10301,COLO320,large intestine,-666,1
NANP,na,140838,COLO320,large intestine,-666,1
MGME1,na,92667,COLO320,large intestine,-666,1
ZCCHC3,na,85364,COLO320,large intestine,-666,1
CDX2,na,1045,COLO320,large intestine,-666,1
DNAJC15,na,29103,COLO320,large intestine,-666,1
ALDH1B1,na,219,COLO320,large intestine,-666,1
SFT2D3,na,84826,COLO320,large intestine,-666,1
OPLAH,na,26873,COLO320,large intestine,-666,1
MYH7B,na,57644,COLO320,large intestine,-666,1
AXIN2,na,8313,COLO320,large intestine,-666,1
NKD1,na,85407,COLO320,large intestine,-666,1
WIF1,na,11197,COLO320,large intestine,-666,1
ABCB1,na,5243,COLO320,large intestine,-666,1
BCKDHB,na,594,COLO320,large intestine,-666,1
DUSP9,na,1852,COLO320,large intestine,-666,1
MBL2,na,4153,COLO320,large intestine,-666,1
GC,na,2638,COLO320,large intestine,-666,1
ZNF385C,na,201181,COLO320,large intestine,-666,1
MMAB,na,326625,COLO320,large intestine,-666,1
C1orf105,na,92346,COLO320,large intestine,-666,1
DOCK9,na,23348,COLO320,large intestine,-666,1
AMMECR1L,na,83607,COLO320,large intestine,-666,1
ERCC3,na,2071,COLO320,large intestine,-666,1
UGGT1,na,56886,COLO320,large intestine,-666,1
LEMD3,na,23592,COLO320,large intestine,-666,1
FAM135A,na,57579,COLO320,large intestine,-666,1
EFCAB14,na,9813,COLO320,large intestine,-666,1
HMGXB3,na,22993,COLO320,large intestine,-666,1
AMFR,na,267,COLO320,large intestine,-666,1
MYC,na,4609,COLO320,large intestine,-666,1
EPB41L2,na,2037,COLO320,large intestine,-666,1
CXCL11,na,6373,COLO320,large intestine,-666,1
STX17,na,55014,COLO320,large intestine,-666,1
RPL13,na,6137,COLO320,large intestine,-666,1
GRPEL2,na,134266,COLO320,large intestine,-666,1
CCNB1IP1,na,57820,COLO320,large intestine,-666,1
HAUS4,na,54930,COLO320,large intestine,-666,1
EEF2K,na,29904,COLO320,large intestine,-666,1
PLD6,na,201164,COLO320,large intestine,-666,1
HBQ1,na,3049,COLO320,large intestine,-666,1
ADCY7,na,113,COLO320,large intestine,-666,1
HDC,na,3067,COLO320,large intestine,-666,1
EPB41,na,2035,COLO320,large intestine,-666,1
HRH4,na,59340,COLO320,large intestine,-666,1
ASIC1,na,41,COLO320,large intestine,-666,1
KLHL8,na,57563,COLO320,large intestine,-666,1
KBTBD7,na,84078,COLO320,large intestine,-666,1
PPP3R1,na,5534,COLO320,large intestine,-666,1
WDR33,na,55339,COLO320,large intestine,-666,1
PDP2,na,57546,COLO320,large intestine,-666,1
CNOT6L,na,246175,COLO320,large intestine,-666,1
CFAP20,na,29105,COLO320,large intestine,-666,1
OGN,na,4969,COLO320,large intestine,-666,1
TSPAN7,na,7102,COLO320,large intestine,-666,1
MSL2,na,55167,COLO320,large intestine,-666,1
SRBD1,na,55133,COLO320,large intestine,-666,1
RFXAP,na,5994,COLO320,large intestine,-666,1
PAPOLG,na,64895,COLO320,large intestine,-666,1
ERCC6L2,na,375748,COLO320,large intestine,-666,1
SIRT4,na,23409,COLO320,large intestine,-666,1
MSH6,na,2956,COLO320,large intestine,-666,1
CCDC117,na,150275,COLO320,large intestine,-666,1
RCBTB1,na,55213,COLO320,large intestine,-666,1
PUM2,na,23369,COLO320,large intestine,-666,1
HELZ,na,9931,COLO320,large intestine,-666,1
ZBTB34,na,403341,COLO320,large intestine,-666,1
THUMPD2,na,80745,COLO320,large intestine,-666,1
XRCC2,na,7516,COLO320,large intestine,-666,1
DCAKD,na,79877,COLO320,large intestine,-666,1
ANKRD26,na,22852,COLO320,large intestine,-666,1
FAM81A,na,145773,COLO320,large intestine,-666,1
ZNF385B,na,151126,COLO320,large intestine,-666,1
USP30,na,84749,COLO320,large intestine,-666,1
ZNF407,na,55628,COLO320,large intestine,-666,1
ASB13,na,79754,COLO320,large intestine,-666,1
C4orf32,na,132720,COLO320,large intestine,-666,1
CCND2,na,894,COLO320,large intestine,-666,1
TNIK,na,23043,COLO320,large intestine,-666,1
METTL21C,na,196541,COLO320,large intestine,-666,1
CLYBL,na,171425,COLO320,large intestine,-666,1
UBE2U,na,148581,COLO320,large intestine,-666,1
PDE4D,na,5144,COLO320,large intestine,-666,1
SSR1,na,6745,COLO320,large intestine,-666,1
ATP6V1E2,na,90423,COLO320,large intestine,-666,1
MCL1,na,4170,COLO320,large intestine,-666,1
OSTC,na,58505,COLO320,large intestine,-666,1
SLC33A1,na,9197,COLO320,large intestine,-666,1
TRIM65,na,201292,COLO320,large intestine,-666,1
NKD2,na,85409,COLO320,large intestine,-666,1
TARS2,na,80222,COLO320,large intestine,-666,1
ENSA,na,2029,COLO320,large intestine,-666,1
UCK2,na,7371,COLO320,large intestine,-666,1
GOLPH3L,na,55204,COLO320,large intestine,-666,1
ANP32E,na,81611,COLO320,large intestine,-666,1
APH1A,na,51107,COLO320,large intestine,-666,1
CHD1L,na,9557,COLO320,large intestine,-666,1
PRKAB2,na,5565,COLO320,large intestine,-666,1
FGF10,na,2255,COLO320,large intestine,-666,1
GNAT3,na,346562,COLO320,large intestine,-666,1
CD36,na,948,COLO320,large intestine,-666,1
DSPP,na,1834,COLO320,large intestine,-666,1
HTR4,na,3360,COLO320,large intestine,-666,1
WFIKKN2,na,124857,COLO320,large intestine,-666,1
LUZP4,na,51213,COLO320,large intestine,-666,1
NKX3-2,na,579,COLO320,large intestine,-666,1
CYP27C1,na,339761,COLO320,large intestine,-666,1
ODF1,na,4956,COLO320,large intestine,-666,1
SLC39A8,na,64116,COLO320,large intestine,-666,1
ADAM2,na,2515,COLO320,large intestine,-666,1
PDZD9,na,255762,COLO320,large intestine,-666,1
KLF15,na,28999,COLO320,large intestine,-666,1
AMER1,na,139285,COLO320,large intestine,-666,1
WNT10B,na,7480,COLO320,large intestine,-666,1
REG3A,na,5068,COLO320,large intestine,-666,1
TUB,na,7275,COLO320,large intestine,-666,1
SMO,na,6608,COLO320,large intestine,-666,1
SOX14,na,8403,COLO320,large intestine,-666,1
CRB2,na,286204,COLO320,large intestine,-666,1
OXR1,na,55074,COLO320,large intestine,-666,1
TMEM177,na,80775,COLO320,large intestine,-666,1
PTGES3,na,10728,COLO320,large intestine,-666,1
PPAT,na,5471,COLO320,large intestine,-666,1
STRBP,na,55342,COLO320,large intestine,-666,1
ATL2,na,64225,COLO320,large intestine,-666,1
RMI1,na,80010,COLO320,large intestine,-666,1
BORA,na,79866,COLO320,large intestine,-666,1
WHSC1,na,7468,COLO320,large intestine,-666,1
BRCA2,na,675,COLO320,large intestine,-666,1
FBXO45,na,200933,COLO320,large intestine,-666,1
FANCL,na,55120,COLO320,large intestine,-666,1
HNRNPK,na,3190,COLO320,large intestine,-666,1
SET,na,6418,COLO320,large intestine,-666,1
HNRNPH1,na,3187,COLO320,large intestine,-666,1
PPP1CC,na,5501,COLO320,large intestine,-666,1
EXOSC2,na,23404,COLO320,large intestine,-666,1
FANCC,na,2176,COLO320,large intestine,-666,1
MBTD1,na,54799,COLO320,large intestine,-666,1
PTCD3,na,55037,COLO320,large intestine,-666,1
ABCB7,na,22,COLO320,large intestine,-666,1
U2SURP,na,23350,COLO320,large intestine,-666,1
PNPT1,na,87178,COLO320,large intestine,-666,1
NONO,na,4841,COLO320,large intestine,-666,1
SRSF7,na,6432,COLO320,large intestine,-666,1
POLR1B,na,84172,COLO320,large intestine,-666,1
LRPPRC,na,10128,COLO320,large intestine,-666,1
DDX18,na,8886,COLO320,large intestine,-666,1
POLR2D,na,5433,COLO320,large intestine,-666,1
STARD7,na,56910,COLO320,large intestine,-666,1
SAP130,na,79595,COLO320,large intestine,-666,1
NAA25,na,80018,COLO320,large intestine,-666,1
DARS,na,1615,COLO320,large intestine,-666,1
CEP83,na,51134,COLO320,large intestine,-666,1
GSTCD,na,79807,COLO320,large intestine,-666,1
AP1AR,na,55435,COLO320,large intestine,-666,1
RANBP1,na,5902,COLO320,large intestine,-666,1
NELFA,na,7469,COLO320,large intestine,-666,1
TOP1MT,na,116447,COLO320,large intestine,-666,1
ITPRIPL1,na,150771,COLO320,large intestine,-666,1
CCNJ,na,54619,COLO320,large intestine,-666,1
CDK8,na,1024,COLO320,large intestine,-666,1
FAM117B,na,150864,COLO320,large intestine,-666,1
CNNM3,na,26505,COLO320,large intestine,-666,1
GATB,na,5188,COLO320,large intestine,-666,1
SRSF9,na,8683,COLO320,large intestine,-666,1
SETD8,na,387893,COLO320,large intestine,-666,1
EP400,na,57634,COLO320,large intestine,-666,1
HUWE1,na,10075,COLO320,large intestine,-666,1
ZNF280C,na,55609,COLO320,large intestine,-666,1
NKRF,na,55922,COLO320,large intestine,-666,1
ZBTB33,na,10009,COLO320,large intestine,-666,1
BRWD3,na,254065,COLO320,large intestine,-666,1
ANKRD17,na,26057,COLO320,large intestine,-666,1
RCHY1,na,25898,COLO320,large intestine,-666,1
CBR4,na,84869,COLO320,large intestine,-666,1
PTAR1,na,375743,COLO320,large intestine,-666,1
METTL9,na,51108,COLO320,large intestine,-666,1
SMG1,na,23049,COLO320,large intestine,-666,1
FAM122A,na,116224,COLO320,large intestine,-666,1
FXN,na,2395,COLO320,large intestine,-666,1
MDH1,na,4190,COLO320,large intestine,-666,1
CCDC53,na,51019,COLO320,large intestine,-666,1
UGP2,na,7360,COLO320,large intestine,-666,1
DUSP19,na,142679,COLO320,large intestine,-666,1
BDH2,na,56898,COLO320,large intestine,-666,1
DYRK2,na,8445,COLO320,large intestine,-666,1
SLC25A26,na,115286,COLO320,large intestine,-666,1
MKS1,na,54903,COLO320,large intestine,-666,1
PRPF3,na,9129,COLO320,large intestine,-666,1
EARS2,na,124454,COLO320,large intestine,-666,1
TRAP1,na,10131,COLO320,large intestine,-666,1
EEF1E1,na,9521,COLO320,large intestine,-666,1
FARS2,na,10667,COLO320,large intestine,-666,1
SNRNP48,na,154007,COLO320,large intestine,-666,1
ZNF74,na,7625,COLO320,large intestine,-666,1
